Solar Panels	Huasun Everest G12 HS-210R-B132 615W HJT Panel	615 W N-type HJT bifacial solar panel with 18 busbars, positive power tolerance, temperature coefficient of approximately -0.24%/°C, Class A cells, and PID/LID-free construction.
Solar Panels	IGP-HJT-B455 455W Solar Panel	455 W monocrystalline N-type HJT bifacial panel with half-cut cells, 12 busbars, positive power tolerance, Class A cells, and PID/LID-free construction.
Solar Panels	IGP-HJT-B580 580W Solar Panel	580 W N-type HJT bifacial solar panel with 18 busbars, positive power tolerance, Class A cells, and PID/LID-free construction.
Solar Panels	IGP-HJT-B610 610W Solar Panel	610 W N-type HJT bifacial solar panel with 18 busbars, positive power tolerance, temperature coefficient of approximately -0.24%/°C, Class A cells, and PID/LID-free construction.
Solar Panels	IGP-HJT-B615 615W Solar Panel	615 W N-type HJT bifacial solar panel with 18-busbar or busbar-free variants, positive power tolerance, temperature coefficient of approximately -0.24%/°C, Class A cells, and PID/…
Solar Panels	IGP-HJT-B620 620W Solar Panel	620 W N-type HJT bifacial solar panel with positive power tolerance, temperature coefficient of approximately -0.24%/°C, Class A cells, and PID/LID-free construction.
Solar Panels	IGP-HJT-B680 680W Solar Panel	680 W N-type HJT bifacial solar panel with 15 busbars, positive power tolerance, temperature coefficient of approximately -0.26%/°C, Class A cells, and PID/LID-free construction.
Solar Panels	AIKO ABC 645W Solar Panel	645 W N-type AIKO ABC bifacial solar panel with busbar-free cell design, positive power tolerance, temperature coefficient of approximately -0.26%/°C, Class A cells, and PID/LID-f…
Solar Panels	Generic HJT Solar Panel	N-type HJT bifacial solar panel, typically 610–615 W, with half-cut cells, positive power tolerance, Class A cells, and PID/LID-free construction.
Solar Inverter	Semi-Hybrid 3.6kW Solar Inverter	3.6 kW pure-sine-wave semi-hybrid inverter with up to 5 kW PV input, high-voltage MPPT, AC and solar charging, external Wi-Fi support, dual outputs, smart-load management, and bat…
Solar Inverter	Giant HD 3kW Hybrid Inverter	3 kW IP65 hybrid inverter with Wi-Fi/mobile monitoring, RS485/CAN communication, lithium and lead-acid battery support, BMS adaptation, MPPT charging, parallel operation, and inte…
Solar Inverter	Giant HD 5kW Hybrid Inverter	5 kW IP65 hybrid inverter with Wi-Fi/mobile monitoring, RS485/CAN communication, lithium and lead-acid battery support, BMS adaptation, dual MPPT, parallel operation, grid/generat…
Solar Inverter	Giant HD 6kW Hybrid Inverter	6 kW single-phase IP65 hybrid inverter with Wi-Fi/mobile monitoring, RS485/CAN, lithium and lead-acid support, BMS adaptation, dual MPPT, parallel operation, grid/generator inputs…
Solar Inverter	Giant HD 8kW Hybrid Inverter	8 kW IP65 hybrid inverter with Wi-Fi/mobile monitoring, RS485/CAN, lithium and lead-acid support, BMS adaptation, dual MPPT, parallel operation, grid/generator inputs, smart-load…
Solar Inverter	Giant HD 12kW Hybrid Inverter	12 kW single-phase IP65 hybrid inverter with Wi-Fi/mobile monitoring, RS485/CAN, up to 16-unit parallel operation, lithium and lead-acid support, BMS adaptation, dual MPPT, grid/g…
Solar Inverter	Giant HD 16kW Hybrid Inverter	16 kW IP65 hybrid inverter with Wi-Fi/mobile monitoring, parallel operation, lithium and lead-acid battery support, BMS adaptation, high-efficiency MPPT, grid/generator inputs, sm…
Solar Inverter	Giant HD 18kW Hybrid Inverter	18 kW IP65 hybrid inverter with Wi-Fi/mobile monitoring, parallel operation, lithium and lead-acid support, BMS adaptation, MPPT charging, grid/generator inputs, smart load, and i…
Solar Inverter	Giant HD 20kW Hybrid Inverter	20 kW three-phase IP65 hybrid inverter with Wi-Fi/mobile monitoring, parallel operation, lithium and lead-acid battery support, BMS adaptation, MPPT charging, grid/generator input…
Solar Inverter	Giant HD 100kW Hybrid Inverter	100 kW three-phase IP65 hybrid inverter with Wi-Fi/mobile monitoring, battery and BMS integration, grid/generator inputs, smart-load functionality, scalable parallel operation, an…
Solar Inverter	Giant 3HD 12kW Hybrid Inverter	12 kW Giant 3HD IP65 hybrid inverter with Wi-Fi/mobile monitoring, lithium and lead-acid battery support, BMS adaptation, parallel operation, MPPT charging, grid/generator inputs,…
Solar Inverter	Giant 3HD 16kW Hybrid Inverter	16 kW Giant 3HD IP65 hybrid inverter with Wi-Fi/mobile monitoring, lithium and lead-acid support, BMS adaptation, parallel operation, MPPT charging, grid/generator inputs, smart l…
Solar Inverter	Giant 3HD 25kW Hybrid Inverter	25 kW Giant 3HD IP65 hybrid inverter with Wi-Fi/mobile monitoring, battery and BMS integration, parallel operation, high-efficiency MPPT, grid/generator inputs, smart load, and co…
Solar Inverter	Giant 3HD 30kW Hybrid Inverter	30 kW three-phase Giant 3HD IP65 hybrid inverter with Wi-Fi/mobile monitoring, battery and BMS integration, parallel operation, MPPT charging, grid/generator inputs, smart load, a…
Solar Inverter	Giant 3HD 50kW Hybrid Inverter	50 kW Giant 3HD IP65 hybrid inverter with Wi-Fi/mobile monitoring, battery and BMS integration, parallel operation, MPPT charging, grid/generator inputs, smart load, and industria…
Solar Inverter	Giant 3HD 60kW Hybrid Inverter	60 kW Giant 3HD IP65 hybrid inverter with Wi-Fi/mobile monitoring, battery and BMS integration, parallel operation, MPPT charging, grid/generator inputs, smart load, and industria…
Solar Inverter	Giant 3HD 80kW Hybrid Inverter	80 kW Giant 3HD IP65 hybrid inverter with Wi-Fi/mobile monitoring, battery and BMS integration, parallel operation, MPPT charging, grid/generator inputs, smart load, and industria…
Solar Inverter	Deye HD 8kW Hybrid Inverter	8 kW single-phase Deye HD IP65 hybrid inverter with Wi-Fi/mobile monitoring, lithium and lead-acid support, BMS adaptation, parallel operation, MPPT charging, grid/generator input…
Solar Inverter	Deye HD 12kW Hybrid Inverter	12 kW Deye HD IP65 hybrid inverter with Wi-Fi/mobile monitoring, lithium and lead-acid support, BMS adaptation, parallel operation, MPPT charging, grid/generator inputs, smart loa…
Solar Inverter	Deye 3HD 16kW Hybrid Inverter	16 kW Deye 3HD IP65 hybrid inverter with Wi-Fi/mobile monitoring, lithium and lead-acid support, BMS adaptation, parallel operation, MPPT charging, grid/generator inputs, smart lo…
